node_id,Average_Neighbor_Degree
91.0,274.6
93.0,281.0
95.0,136.1153846153846
96.0,208.11111111111111
99.0,289.25
101.0,197.84615384615384
106.0,274.6
109.0,262.14285714285717
110.0,183.69230769230768
111.0,274.6
112.0,213.875
114.0,284.0
115.0,178.2
116.0,269.3333333333333
118.0,274.6
119.0,231.85714285714286
121.0,227.875
122.0,229.57142857142858
123.0,220.1
124.0,224.0
125.0,248.57142857142858
126.0,274.6
127.0,182.4375
129.0,195.57142857142858
133.0,199.33333333333334
134.0,213.875
139.0,175.64705882352942
140.0,138.25
142.0,262.14285714285717
143.0,202.75
145.0,274.6
149.0,289.25
151.0,289.25
152.0,274.6
158.0,226.625
159.0,175.64705882352942
163.0,269.8333333333333
164.0,274.6
167.0,206.83333333333334
168.0,254.2
169.0,136.72
171.0,274.6
173.0,229.0
176.0,100.96969696969697
180.0,192.30769230769232
181.0,250.5
182.0,251.0
184.0,139.28
185.0,252.0
186.0,284.0
189.0,182.57142857142858
190.0,206.54545454545453
192.0,251.0
193.0,175.64705882352942
199.0,224.0
200.0,224.66666666666666
201.0,197.84615384615384
204.0,139.04166666666666
206.0,274.6
209.0,224.0
210.0,217.72727272727272
211.0,284.0
217.0,190.6
219.0,224.66666666666666
221.0,220.6
222.0,269.8333333333333
223.0,289.25
224.0,289.25
227.0,190.6
228.0,274.6
229.0,284.0
233.0,297.5
234.0,260.25
237.0,207.33333333333334
238.0,274.6
239.0,284.0
240.0,202.91666666666666
241.0,190.6
243.0,224.0
245.0,297.5
247.0,182.4375
248.0,284.0
251.0,182.4375
252.0,139.83333333333334
256.0,204.25
257.0,213.875
259.0,262.14285714285717
260.0,274.6
261.0,227.875
263.0,230.55555555555554
267.0,284.0
268.0,143.20833333333334
272.0,262.14285714285717
273.0,284.0
274.0,197.84615384615384
276.0,269.8333333333333
278.0,272.6666666666667
279.0,269.8333333333333
281.0,274.6
286.0,207.33333333333334
288.0,234.28571428571428
290.0,135.53846153846155
293.0,124.55172413793103
295.0,249.33333333333334
298.0,132.62962962962962
301.0,274.6
302.0,210.54545454545453
305.0,136.0
306.0,182.33333333333334
311.0,284.0
313.0,113.95833333333333
316.0,222.85714285714286
317.0,215.8181818181818
319.0,217.72727272727272
321.0,220.6
322.0,224.0
325.0,256.8333333333333
326.0,136.1153846153846
328.0,269.3333333333333
329.0,274.6
330.0,205.77777777777777
331.0,100.14285714285714
336.0,145.6086956521739
337.0,274.6
344.0,232.44444444444446
345.0,229.57142857142858
346.0,229.57142857142858
348.0,192.76923076923077
349.0,235.75
350.0,182.4375
352.0,151.3684210526316
354.0,196.07142857142858
355.0,137.04
356.0,274.6
360.0,162.22222222222223
361.0,201.84615384615384
365.0,284.0
366.0,164.55555555555554
369.0,178.5
370.0,272.6666666666667
372.0,227.875
373.0,274.6
374.0,284.0
376.0,203.54545454545453
381.0,186.78571428571428
382.0,274.6
383.0,85.06382978723404
388.0,215.8181818181818
389.0,223.0
390.0,196.07142857142858
391.0,224.0
393.0,196.07142857142858
395.0,262.14285714285717
396.0,182.4375
398.0,223.0
399.0,284.0
402.0,99.25641025641026
404.0,274.6
406.0,174.2
407.0,133.65384615384616
408.0,101.26315789473684
409.0,274.6
411.0,284.0
412.0,284.0
415.0,209.16666666666666
417.0,201.84615384615384
420.0,132.62962962962962
422.0,269.3333333333333
423.0,284.0
424.0,274.6
430.0,289.25
432.0,284.0
433.0,224.0
435.0,223.0
437.0,213.875
438.0,201.84615384615384
439.0,250.8
440.0,183.4
441.0,150.0952380952381
443.0,297.5
444.0,216.27272727272728
445.0,229.77777777777777
449.0,204.58333333333334
450.0,141.95652173913044
453.0,224.0
455.0,284.0
58.0,50.4
59.0,349.0
88.0,50.4
340.0,50.90909090909091
446.0,50.90909090909091
77.0,349.0
80.0,322.5
83.0,349.0
85.0,270.3333333333333
87.0,270.3333333333333
97.0,349.0
103.0,244.33333333333334
104.0,322.5
107.0,270.3333333333333
108.0,0.0
236.0,243.0
338.0,243.0
117.0,349.0
120.0,349.0
128.0,274.0
130.0,270.3333333333333
131.0,0.0
135.0,349.0
137.0,349.0
144.0,256.75
147.0,322.5
155.0,349.0
156.0,225.2
160.0,306.0
161.0,274.0
165.0,349.0
244.0,249.33333333333334
312.0,261.6666666666667
314.0,246.0
327.0,173.0
359.0,173.0
375.0,173.0
379.0,192.85714285714286
394.0,214.25
403.0,229.4
418.0,205.75
421.0,246.0
172.0,202.14285714285714
174.0,296.0
175.0,274.0
177.0,296.0
179.0,270.3333333333333
187.0,349.0
188.0,349.0
191.0,349.0
194.0,274.0
195.0,244.33333333333334
196.0,0.0
197.0,349.0
198.0,349.0
202.0,225.2
205.0,296.0
214.0,349.0
285.0,196.16666666666666
216.0,296.0
225.0,296.0
226.0,349.0
231.0,180.5
232.0,306.0
250.0,270.3333333333333
253.0,349.0
254.0,349.0
255.0,349.0
258.0,0.0
265.0,270.3333333333333
270.0,233.0
271.0,225.2
284.0,306.0
289.0,270.3333333333333
357.0,276.75
363.0,264.6
385.0,276.75
427.0,270.3333333333333
447.0,239.5
282.0,349.0
283.0,0.0
291.0,281.3333333333333
292.0,254.66666666666666
300.0,296.0
303.0,0.0
249.0,199.0
333.0,281.3333333333333
310.0,349.0
315.0,349.0
318.0,296.0
332.0,349.0
341.0,349.0
351.0,282.5
362.0,349.0
387.0,349.0
448.0,349.0
452.0,349.0
436.0,0.0
