node_id,Betweenness_Centrality
290,0.7635765115941326
293,0.630251246550806
298,0.6713123880524761
302,0.5946555646996176
307,0.8629132981555888
321,0.7365590356779783
323,0.6158493488889965
326,0.6618821706927434
331,0.6607300188797985
336,0.8902454373820012
342,0.8862274289587064
349,0.04892772425812073
350,0.7990753739652418
354,0.9279033741588807
355,0.514948927724258
360,0.65508544319117
361,0.416396378951445
366,0.919262235561795
368,0.6761920898484775
369,0.6143922157138015
383,0.6300285617466234
393,0.181367091058721
394,0.7343128237401365
396,0.36565328944183567
398,0.005426731858449919
402,0.6668586919688241
406,0.7799147988575301
408,0.7316841748559809
417,0.44608607251779053
420,0.4271094544222297
428,0.7577479788933533
434,0.709706152877959
435,0.1063852447112359
437,0.22054993464685094
438,0.16972454857917413
441,0.43213922641235414
444,0.7451275596650045
8,0.8809701311903955
2,0.26153362056445756
26,0.9586968097981313
33,0.007130754707847219
38,0.8288376821416469
40,0.8516338287263396
50,0.7507624534056252
53,0.8231156508689548
65,0.3160139420051314
66,0.41054364138064575
67,0.2730696616159171
71,0.40271094544222297
81,0.10554291523454518
82,0.5885123686885801
84,0.37995836762356583
90,0.5886914847267269
123,0.8354552936050733
133,0.7516047828823159
140,0.5459892530377112
142,0.7512852785980538
143,0.1464152587500605
150,0.7279614658469283
162,0.7486033789998547
163,0.3707459940940117
168,0.9279663068209323
180,0.918933049329525
190,0.7276758483806941
200,0.9699423924093526
222,0.22441303190201867
223,0.016711042261703054
229,0.9016072033693179
237,0.2645979571089703
245,0.33237643413854867
259,0.6492617514643946
272,0.7992448080553807
276,0.31967371835213243
279,0.16032821803746913
305,0.4679430701457133
306,0.8249116522244275
313,0.927680689354698
319,0.5026480127801713
348,0.7490874764002516
372,0.7381420341772764
376,0.9065643607493827
381,0.2690903809846541
388,0.7328169627729099
390,0.6239918671636733
407,0.48281938325991186
411,0.5104322989785545
423,0.2571961078569008
430,0.9680544125478046
432,0.01722418550612383
440,0.6392360943021735
449,0.5941811492472285
4,0.08586919688241273
3,0.9035532749189136
5,0.44536960836520306
9,0.24680253667037808
10,0.2000919785060754
11,0.2931016120443433
13,0.3693759984508883
18,0.703814687515128
21,0.030904778041341917
28,0.8828871568959674
39,0.7318051992060802
41,0.4802923948298397
43,0.119107324393668
47,0.5565522583143728
51,0.029132981555889042
55,0.9606816091397589
64,0.2800116183376095
72,0.0010553323328653724
85,0.014251827467686497
87,0.0928014716560972
91,0.25007019412305753
96,0.44336060415355566
104,0.28589824272643655
106,0.32455826112213776
107,0.008181246066708621
109,0.14750931887495763
125,0.9018492520695163
126,0.08907392167304061
128,0.7903228929660647
130,0.5741927675848381
144,0.07142373045456746
145,0.7715108679866388
147,0.20443917316164012
152,0.3890593987510287
160,0.6299946749285956
161,0.01809556082683836
171,0.7174081425182747
175,0.006312630101176356
179,0.4671007406690226
189,0.3146584692840199
192,0.9048797017960013
194,0.868456213390134
206,0.015708960642881346
210,0.925003630730503
215,0.09977247422181343
219,0.9713753207145277
228,0.14590211550563972
231,0.08580142324635716
232,0.13592970905746235
238,0.04312339642736118
240,0.4787190782785496
244,0.7298591276564844
250,0.2573026092849881
260,0.023701408723435152
263,0.8284794500653531
265,0.04027690371302706
270,0.3708379726000871
284,0.8294912136321827
285,0.59267076535799
286,0.7254054315728324
289,0.5890690806990366
291,0.001098901098901099
292,0.7261315776734278
295,0.20467638088783463
296,0.04053347533523745
301,0.0114489035193881
312,0.2786028949024544
314,0.9037081860870406
317,0.3060802633489858
325,0.45514837585322165
330,0.510015975214213
337,0.3429588033112262
339,0.6701747591615432
344,0.8226944861306095
351,0.05251004502105823
356,0.032095657646318436
363,0.15266979716318924
373,0.4745897274531635
379,0.42819867357312286
382,0.01290119572057898
395,0.12877474947959527
409,0.9689596746865469
415,0.3000435687660357
418,0.3398508980006777
421,0.12530861209275304
427,0.05502735150312242
445,0.49626276806893543
448,0.4886091881686595
452,0.39214794016556126
60,0.6230672411289151
80,0.694413515999419
118,0.14045117877716995
121,0.5686062835842571
151,0.05533233286537251
156,0.5830081812460667
261,0.9096964709299511
278,0.5003630730502977
316,0.7035823207629375
329,0.2644188410708234
404,0.2765648448467832
69,0.12635910345161447
158,0.9692743379968048
169,0.47296316018782975
213,0.13669458295008954
249,0.06752674638137193
352,0.1357457520453115
12,0.8479982572493585
22,0.584717045069468
24,0.0857481725323135
25,0.19456358619354214
29,0.25249068112504236
31,0.9202352713365929
34,0.745689112649465
36,0.2526552742411773
44,0.22029336302464053
61,0.9604637653095802
73,0.010504913588614028
77,0.017548530764389794
92,0.07247906278743282
93,0.7981071791644478
98,0.07360216875635377
99,0.30271578641622693
103,0.5932904100304981
108,0.0030159268044730597
119,0.9375853221668199
122,0.7959577867066854
131,0.020041632376434138
132,0.700469574478385
146,0.5138790724693808
155,0.5735005083022704
165,0.004802246211937842
172,0.8575543399331945
182,0.7479353245873069
183,0.8387181100837487
197,0.0038630972551677396
203,0.8399235126107372
207,0.7194123057559181
211,0.20983201820206224
233,0.03490342256862081
248,0.6248680834583917
253,0.0
267,0.47890787626470444
277,0.42666408481386453
282,0.55828048603379
288,0.415442707072663
299,0.05448032144067386
315,0.02541511352084039
320,0.08490584305562278
333,0.3153604105145955
334,0.55954882122283
335,0.10228493972987364
353,0.8996562908457181
357,0.003422568620806506
358,0.05062690613351406
362,0.018995981991576705
365,0.1286924529215278
371,0.7137290022752577
377,0.6040906230333543
380,0.03570218327927579
384,0.6757612431621242
385,0.1413709638379242
389,0.135508544319117
392,0.2614464830323861
400,0.5283196979232221
403,0.7859079246744445
405,0.09570121508447499
410,0.07962434041729195
412,0.47683109841700144
414,0.31100837488502686
425,0.06644236820448274
429,0.7642687708767003
431,0.7657355859999031
442,0.5094786270997724
443,0.042169724548579174
450,0.039144115796098174
17,0.9648109599651449
20,0.47657936776879506
56,0.6998692937018928
75,0.40974488066999076
79,0.3843249261751464
114,0.7437672459698891
116,0.01735005083022704
149,0.017190298688096045
174,0.9647625502251053
181,0.5235416565813041
186,0.7265091736457374
224,0.6626615675073825
234,0.41240741637217404
236,0.2212857626954543
239,0.9631843926998112
243,0.9211308515273272
273,0.38126058963063364
311,0.4535121266398799
328,0.2199496538703587
345,0.8851091639637895
346,0.38507043617175774
370,0.846647625502251
374,0.07522389504768359
422,0.0
424,0.23188749576414772
455,0.07506414290555259
196,0.01830372270900905
212,0.05173064820641913
327,0.9158493488889964
359,0.045088831872972836
111,0.08431040325313452
164,0.09908505591324974
281,0.01337077019896403
117,0.9225444159364864
258,0.34855012828581106
303,0.07471559277726678
436,0.017272595246163525
30,0.5281018540930434
35,0.715287795904536
37,0.2589485404463378
62,0.6916686837391682
89,0.9639347436704264
105,0.7656726533378515
124,0.9615481434864694
199,0.38865275693469525
208,0.02252021106646657
209,0.3941375804811928
216,0.665764631843927
218,0.5572348356489325
220,0.3956140775524035
283,0.9624872924432395
297,0.5102773878104274
300,0.7462361427119136
318,0.640281744687031
322,0.9596020719368736
338,0.08732633005760758
386,0.7236772038534153
391,0.7707992448080553
399,0.09245776250181535
426,0.5008374885026867
433,0.31904923270562036
439,0.001713704797405238
453,0.0
54,0.10817640509270464
59,0.024016072033693176
83,0.022849397298736505
97,0.03292346420099724
137,0.45881299317422664
198,0.6742653821948975
214,0.5685046231301738
255,0.004168078617417824
341,0.003243452582659631
48,0.012712397734424166
120,0.0015636346032821802
135,0.2910877668586919
187,0.0
188,0.003819528489132013
226,0.01918477997773152
254,0.0
332,0.039599167352471314
387,0.022612189572541994
447,0.008297429442803891
375,0.49930289974342834
141,0.09331461490051798
191,0.6286876119475238
287,0.0017330686934211163
310,0.22397250326765744
148,0.783584257152539
42,0.0017040228493972985
397,0.0004937793484048991
58,0.027908215132884735
88,0.2879266108340998
343,0.25095125139178
454,0.017921285762695454
340,0.03139855738974681
446,0.006893546981652708
177,0.004724790627874328
205,0.709076826257443
225,0.0034758193348501717
